dataset,regime,model,method,ratio,seed,accuracy,f1,auc
adult,full,xgboost,llm_constrained,0.0,456,0.823045267489712,0.4730199378086702,0.8664541837001184
adult,full,xgboost,llm_constrained,0.0,789,0.8158589767213316,0.43047112462006076,0.8593035004070047
adult,full,xgboost,llm_constrained,0.0,1001,0.8175173515140348,0.4405949915270194,0.8657609062705895
adult,full,xgboost,llm_sample,1.0,42,0.857379767827529,0.6336383717260966,0.9110522611495534
adult,full,xgboost,llm_sample,1.0,123,0.8560899207665377,0.6313139260424863,0.9106652356162601
adult,full,xgboost,llm_sample,1.0,456,0.859898040660893,0.644427123928293,0.9113212940258664
adult,full,xgboost,llm_sample,1.0,789,0.859222406486088,0.6449814126394052,0.9116090827790733
adult,full,xgboost,llm_sample,1.0,1001,0.8583010871568085,0.6404862085086489,0.9086417441418203
adult,full,xgboost,llm_sample,0.75,42,0.85418586081936,0.6161060802069858,0.9089209495199269
adult,full,xgboost,llm_sample,0.75,123,0.847798046803022,0.5842281879194631,0.9095393184444708
adult,full,xgboost,llm_sample,0.75,456,0.8551071801486395,0.6121979286536249,0.9103374259618555
adult,full,xgboost,llm_sample,0.75,789,0.8510533750998096,0.6012169051142904,0.9097595902227726
adult,full,xgboost,llm_sample,0.75,1001,0.8447269823720902,0.569188820722563,0.9076275990323891
adult,full,xgboost,llm_sample,0.5,42,0.8422087095387262,0.552204985183894,0.905325299461516
adult,full,xgboost,llm_sample,0.5,123,0.8422087095387262,0.5642069550466497,0.9048075473481344
adult,full,xgboost,llm_sample,0.5,456,0.8430071862907684,0.5554782608695652,0.9074848180899491
adult,full,xgboost,llm_sample,0.5,789,0.8444812972176157,0.5727303408707392,0.9045506629272007
adult,full,xgboost,llm_sample,0.5,1001,0.8423929734045821,0.5578911095796003,0.9059411174195259
adult,full,xgboost,llm_sample,0.25,42,0.8341010994410663,0.5102447869446963,0.9005502037532245
adult,full,xgboost,llm_sample,0.25,123,0.8335483078434985,0.5165893685337138,0.9022990585888012
adult,full,xgboost,llm_sample,0.25,456,0.8372335851606166,0.5259391771019678,0.9034148137135778
adult,full,xgboost,llm_sample,0.25,789,0.8316442478963209,0.4969719214534777,0.9023269414894006
adult,full,xgboost,llm_sample,0.25,1001,0.8318899330507954,0.5011846181884454,0.9002441295882635
adult,full,xgboost,llm_sample,0.0,42,0.8173945089367975,0.4221574344023324,0.893385103317281
adult,full,xgboost,llm_sample,0.0,123,0.8200970456360175,0.4372718539865514,0.8919637967665872
adult,full,xgboost,llm_sample,0.0,456,0.8216325778514834,0.4385150812064965,0.8971178782816774
adult,full,xgboost,llm_sample,0.0,789,0.8199742030587802,0.43471552555448406,0.8934715643551355
adult,full,xgboost,llm_sample,0.0,1001,0.8206498372335852,0.43846153846153846,0.8905936872778488
adult,full,xgboost,ctgan,1.0,42,0.857379767827529,0.6336383717260966,0.9110522611495534
adult,full,xgboost,ctgan,1.0,123,0.8560899207665377,0.6313139260424863,0.9106652356162601
adult,full,xgboost,ctgan,1.0,456,0.859898040660893,0.644427123928293,0.9113212940258664
adult,full,xgboost,ctgan,1.0,789,0.859222406486088,0.6449814126394052,0.9116090827790733
adult,full,xgboost,ctgan,1.0,1001,0.8583010871568085,0.6404862085086489,0.9086417441418203
adult,full,xgboost,ctgan,0.75,42,0.8512376389656655,0.6033409760890927,0.9078795174324062
adult,full,xgboost,ctgan,0.75,123,0.8485965235550642,0.5964969716811263,0.9071264700206023
adult,full,xgboost,ctgan,0.75,456,0.8528960137583687,0.6101253459221878,0.9079702962947629
adult,full,xgboost,ctgan,0.75,789,0.8525274860266568,0.6072304923932602,0.9087954503302771
adult,full,xgboost,ctgan,0.75,1001,0.8507462686567164,0.6057754704737184,0.9069479860014666
adult,full,xgboost,ctgan,0.5,42,0.8438056630428107,0.565670367207515,0.9016277780182377
adult,full,xgboost,ctgan,0.5,123,0.8435599778883361,0.566468085106383,0.9053877354129147
adult,full,xgboost,ctgan,0.5,456,0.8444812972176157,0.5768716577540107,0.9028941969902359
adult,full,xgboost,ctgan,0.5,789,0.8441741907745225,0.5631134837265369,0.9051419016953682
adult,full,xgboost,ctgan,0.5,1001,0.8428229224249125,0.5676634566649772,0.9028441081350532
adult,full,xgboost,ctgan,0.25,42,0.8285117621767705,0.49032493610806865,0.8962631581258425
adult,full,xgboost,ctgan,0.25,123,0.8302315582580923,0.49432857665568974,0.9010173756367222
adult,full,xgboost,ctgan,0.25,456,0.8309686137215159,0.5076923076923077,0.8958691592537043
adult,full,xgboost,ctgan,0.25,789,0.8321970394938886,0.5025491624180627,0.8971922640476186
adult,full,xgboost,ctgan,0.25,1001,0.8310300350101345,0.5047704770477047,0.8947647998400837
adult,full,xgboost,ctgan,0.0,42,0.8038204041520791,0.32701222081753056,0.8876073732133041
adult,full,xgboost,ctgan,0.0,123,0.8009336035870033,0.31320194956558595,0.8848641014398115
adult,full,xgboost,ctgan,0.0,456,0.798968122351207,0.2920181700194679,0.8861046971030428
adult,full,xgboost,ctgan,0.0,789,0.80332903384313,0.3270281630937369,0.8850873423758824
adult,full,xgboost,ctgan,0.0,1001,0.7986610159081138,0.29322984044846917,0.8834365011110297
adult,low,xgboost,llm_constrained,1.0,42,0.839690436705362,0.6105640107430618,0.889104456015796
adult,low,xgboost,llm_constrained,1.0,123,0.8390762238191757,0.5995108529501681,0.8858535628115917
adult,low,xgboost,llm_constrained,1.0,456,0.8409802837663534,0.6108522471065685,0.8889573154297301
adult,low,xgboost,llm_constrained,1.0,789,0.8374178490264725,0.6121611721611722,0.8852951102362551
adult,low,xgboost,llm_constrained,1.0,1001,0.8367422148516676,0.6005410279531109,0.887074587125021
adult,low,xgboost,llm_constrained,0.75,42,0.8447884036607088,0.6216499475969457,0.8918158197980512
adult,low,xgboost,llm_constrained,0.75,123,0.8454026165468952,0.6065343129591996,0.8958339789160523
adult,low,xgboost,llm_constrained,0.75,456,0.846446778453412,0.6206373292867982,0.8931809319015301
adult,low,xgboost,llm_constrained,0.75,789,0.843744241754192,0.6066790352504638,0.8927881457839737
adult,low,xgboost,llm_constrained,0.75,1001,0.8398747005712179,0.5994776463358427,0.8879679690605397
adult,low,xgboost,llm_constrained,0.5,42,0.847122412628217,0.626107856391768,0.8894935515957028
adult,low,xgboost,llm_constrained,0.5,123,0.8499477919046742,0.6287798206959428,0.8904843616342161
adult,low,xgboost,llm_constrained,0.5,456,0.8469381487623611,0.6149567367119901,0.8913402213611664
adult,low,xgboost,llm_constrained,0.5,789,0.8470609913395983,0.6023634621526669,0.8891385386014556
adult,low,xgboost,llm_constrained,0.5,1001,0.8474295190713101,0.6197183098591549,0.8850563753149241
adult,low,xgboost,llm_constrained,0.25,42,0.846446778453412,0.6171516079632465,0.8676349780167322
adult,low,xgboost,llm_constrained,0.25,123,0.834653891038634,0.5448089279675347,0.8676201949565719
adult,low,xgboost,llm_constrained,0.25,456,0.8425158159818193,0.5775947281713344,0.8789705009993725
adult,low,xgboost,llm_constrained,0.25,789,0.8430071862907684,0.5804333552199606,0.8775806110652147
adult,low,xgboost,llm_constrained,0.25,1001,0.8462625145875561,0.5962251976125181,0.8847464015166959
adult,low,xgboost,llm_constrained,0.0,42,0.8240894293962288,0.5373182552504039,0.8485608680479105
adult,low,xgboost,llm_constrained,0.0,123,0.8162275044530434,0.4165366614664587,0.8411561440342614
adult,low,xgboost,llm_constrained,0.0,456,0.8238437442417542,0.4700665188470067,0.8711159914028246
adult,low,xgboost,llm_constrained,0.0,789,0.8138320741969166,0.4154291224686596,0.8448402206293317
adult,low,xgboost,llm_constrained,0.0,1001,0.808549843375714,0.4315155936531096,0.8349480324206937
adult,low,xgboost,llm_sample,1.0,42,0.839690436705362,0.6105640107430618,0.889104456015796
adult,low,xgboost,llm_sample,1.0,123,0.8390762238191757,0.5995108529501681,0.8858535628115917
adult,low,xgboost,llm_sample,1.0,456,0.8409802837663534,0.6108522471065685,0.8889573154297301
adult,low,xgboost,llm_sample,1.0,789,0.8374178490264725,0.6121611721611722,0.8852951102362551
adult,low,xgboost,llm_sample,1.0,1001,0.8367422148516676,0.6005410279531109,0.887074587125021
adult,low,xgboost,llm_sample,0.75,42,0.8426386585590566,0.6118181818181818,0.8914422495677471
adult,low,xgboost,llm_sample,0.75,123,0.839014802530557,0.5876985999685386,0.8910290557179184
adult,low,xgboost,llm_sample,0.75,456,0.8454640378355138,0.6076107298814722,0.8957380040275997
adult,low,xgboost,llm_sample,0.75,789,0.8421472882501075,0.6121340175067914,0.8923147428510732
adult,low,xgboost,llm_sample,0.75,1001,0.8411645476322093,0.6019088669950738,0.8913888360922455
adult,low,xgboost,llm_sample,0.5,42,0.8399361218598366,0.5860864040660737,0.8955396454700167
adult,low,xgboost,llm_sample,0.5,123,0.8390762238191757,0.5673712021136064,0.891035548136843
adult,low,xgboost,llm_sample,0.5,456,0.8393219089736502,0.5578093306288032,0.8941784120902433
adult,low,xgboost,llm_sample,0.5,789,0.8442356120631411,0.5914948453608248,0.8973860120468349
adult,low,xgboost,llm_sample,0.5,1001,0.8395061728395061,0.5708654951551979,0.8957580876616649
adult,low,xgboost,llm_sample,0.25,42,0.8297401879491432,0.5107659724673491,0.8846160617634999
adult,low,xgboost,llm_sample,0.25,123,0.8148762361034334,0.41430237077341625,0.8842194805604849
adult,low,xgboost,llm_sample,0.25,456,0.8286346047540077,0.5106980007015083,0.8857727159910683
adult,low,xgboost,llm_sample,0.25,789,0.8266077022295928,0.48116155118544385,0.8887036510813067
adult,low,xgboost,llm_sample,0.25,1001,0.8286960260426264,0.5061094386399858,0.8839182574138511
adult,low,xgboost,llm_sample,0.0,42,0.8036361402862232,0.3409606266749124,0.8848792608720834
adult,low,xgboost,llm_sample,0.0,123,0.8143848657944843,0.4263477600607441,0.8756411028455614
adult,low,xgboost,llm_sample,0.0,456,0.8004422332780542,0.33734448296961045,0.8681156156579998
adult,low,xgboost,llm_sample,0.0,789,0.8060929918309686,0.36363636363636365,0.8732594096687069
adult,low,xgboost,llm_sample,0.0,1001,0.8093483201277563,0.3801916932907348,0.8779368681783862
adult,low,xgboost,ctgan,1.0,42,0.839690436705362,0.6105640107430618,0.889104456015796
adult,low,xgboost,ctgan,1.0,123,0.8390762238191757,0.5995108529501681,0.8858535628115917
adult,low,xgboost,ctgan,1.0,456,0.8409802837663534,0.6108522471065685,0.8889573154297301
adult,low,xgboost,ctgan,1.0,789,0.8374178490264725,0.6121611721611722,0.8852951102362551
adult,low,xgboost,ctgan,1.0,1001,0.8367422148516676,0.6005410279531109,0.887074587125021
adult,low,xgboost,ctgan,0.75,42,0.8423315521159634,0.6061071044959337,0.8872555071081009
adult,low,xgboost,ctgan,0.75,123,0.8399975431484552,0.591756777934493,0.8903830025336117
adult,low,xgboost,ctgan,0.75,456,0.8354523677906762,0.6065501542076663,0.8868657110578754
adult,low,xgboost,ctgan,0.75,789,0.842577237270438,0.609834069112498,0.8906453861692867
adult,low,xgboost,ctgan,0.75,1001,0.8388305386647011,0.5996338114128776,0.8884250938996145
adult,low,xgboost,ctgan,0.5,42,0.843928505620048,0.5996533795493935,0.8923782347353404
adult,low,xgboost,ctgan,0.5,123,0.841901603095633,0.593236409608091,0.8909862433902261
adult,low,xgboost,ctgan,0.5,456,0.8430686075793871,0.6035686578743211,0.8890894847695796
adult,low,xgboost,ctgan,0.5,789,0.841041705054972,0.5893367185020628,0.894478798854407
adult,low,xgboost,ctgan,0.5,1001,0.8387691173760825,0.5840595785137063,0.8902976078834066
adult,low,xgboost,ctgan,0.25,42,0.8284503408881518,0.5260478533853725,0.8810319642379583
adult,low,xgboost,ctgan,0.25,123,0.8150604999692893,0.4111089380011735,0.8902786429108953
adult,low,xgboost,ctgan,0.25,456,0.8178858792457466,0.45285107953496956,0.8839975778363662
adult,low,xgboost,ctgan,0.25,789,0.8318285117621768,0.5244876693296283,0.887587801863502
adult,low,xgboost,ctgan,0.25,1001,0.828757447331245,0.5408432147562582,0.8809283573594652
adult,low,xgboost,ctgan,0.0,42,0.807874209200909,0.3660316173490069,0.8747982279564605
adult,low,xgboost,ctgan,0.0,123,0.8145691296603402,0.42197970515029676,0.882374117642631
adult,low,xgboost,ctgan,0.0,456,0.7965112708064616,0.2846037572878428,0.8741050132556167
adult,low,xgboost,ctgan,0.0,789,0.7814016338062773,0.15039388875626641,0.8785857023344061
adult,low,xgboost,ctgan,0.0,1001,0.8040660893065537,0.3258664412510566,0.8841327895174513
credit,full,xgboost,llm_constrained,1.0,42,0.815,0.4336734693877551,0.7696629340318794
credit,full,xgboost,llm_constrained,1.0,123,0.8136666666666666,0.3982777179763186,0.7704431218413723
credit,full,xgboost,llm_constrained,1.0,456,0.8115,0.392914653784219,0.7710234248245181
credit,full,xgboost,llm_constrained,1.0,789,0.8136666666666666,0.3989247311827957,0.7676999666670483
credit,full,xgboost,llm_constrained,1.0,1001,0.8161666666666667,0.43753187149413564,0.7689332213741787
credit,full,xgboost,llm_constrained,0.75,42,0.8118333333333333,0.3965793693212186,0.7651829821009952
credit,full,xgboost,llm_constrained,0.75,123,0.8145,0.44654400795624066,0.7627662221574305
credit,full,xgboost,llm_constrained,0.75,456,0.8113333333333334,0.3946524064171123,0.7645729261929108
credit,full,xgboost,llm_constrained,0.75,789,0.813,0.415625,0.7623608889496669
credit,full,xgboost,llm_constrained,0.75,1001,0.8135,0.4305343511450382,0.7662299786601379
credit,full,xgboost,llm_constrained,0.5,42,0.8081666666666667,0.4076170869788986,0.7608480051268562
credit,full,xgboost,llm_constrained,0.5,123,0.8071666666666667,0.3907319641916798,0.7582156372665303
credit,full,xgboost,llm_constrained,0.5,456,0.8083333333333333,0.3876464323748669,0.7680135415317773
credit,full,xgboost,llm_constrained,0.5,789,0.8103333333333333,0.39339019189765456,0.7574181137419649
credit,full,xgboost,llm_constrained,0.5,1001,0.81,0.391025641025641,0.7568895760103376
credit,full,xgboost,llm_constrained,0.25,42,0.8013333333333333,0.3521739130434783,0.7441923338726487
credit,full,xgboost,llm_constrained,0.25,123,0.8061666666666667,0.36552100381887614,0.75167426723545
credit,full,xgboost,llm_constrained,0.25,456,0.8033333333333333,0.3429844097995546,0.7423382993034591
credit,full,xgboost,llm_constrained,0.25,789,0.806,0.3468013468013468,0.756777821121545
credit,full,xgboost,llm_constrained,0.25,1001,0.8051666666666667,0.37184309511015584,0.7573989235085359
credit,full,xgboost,llm_constrained,0.0,42,0.7938333333333333,0.23310601363918165,0.7161818498772228
credit,full,xgboost,llm_constrained,0.0,123,0.7953333333333333,0.2503052503052503,0.7200007063296001
credit,full,xgboost,llm_constrained,0.0,456,0.7946666666666666,0.23192019950124687,0.7019022197939677
credit,full,xgboost,llm_constrained,0.0,789,0.8016666666666666,0.30246189917936694,0.7052293869881511
credit,full,xgboost,llm_constrained,0.0,1001,0.7961666666666667,0.2445954292773317,0.7131645485110556
credit,full,xgboost,llm_sample,1.0,42,0.815,0.4336734693877551,0.7696629340318794
credit,full,xgboost,llm_sample,1.0,123,0.8136666666666666,0.3982777179763186,0.7704431218413723
credit,full,xgboost,llm_sample,1.0,456,0.8115,0.392914653784219,0.7710234248245181
credit,full,xgboost,llm_sample,1.0,789,0.8136666666666666,0.3989247311827957,0.7676999666670483
credit,full,xgboost,llm_sample,1.0,1001,0.8161666666666667,0.43753187149413564,0.7689332213741787
credit,full,xgboost,llm_sample,0.75,42,0.8141666666666667,0.43601416287303996,0.7567409726481119
credit,full,xgboost,llm_sample,0.75,123,0.813,0.45321637426900585,0.7625517430779295
credit,full,xgboost,llm_sample,0.75,456,0.8126666666666666,0.4077976817702845,0.7600826534642161
credit,full,xgboost,llm_sample,0.75,789,0.812,0.42153846153846153,0.7619586197287533
credit,full,xgboost,llm_sample,0.75,1001,0.8131666666666667,0.4403394907638542,0.763754277285327
credit,full,xgboost,llm_sample,0.5,42,0.8066666666666666,0.4251734390485629,0.745899216441805
credit,full,xgboost,llm_sample,0.5,123,0.8108333333333333,0.4270570418980313,0.7468797728650421
credit,full,xgboost,llm_sample,0.5,456,0.8078333333333333,0.41263372389200204,0.7598488228888204
credit,full,xgboost,llm_sample,0.5,789,0.8083333333333333,0.4395711500974659,0.7395703097094034
credit,full,xgboost,llm_sample,0.5,1001,0.8095,0.43499752842313394,0.7408668599343565
credit,full,xgboost,llm_sample,0.25,42,0.805,0.4264705882352941,0.7173057686325475
credit,full,xgboost,llm_sample,0.25,123,0.8085,0.4286424664346096,0.7220802664571975
credit,full,xgboost,llm_sample,0.25,456,0.8053333333333333,0.4124748490945674,0.7187342315545169
credit,full,xgboost,llm_sample,0.25,789,0.809,0.4292828685258964,0.7266060975595989
credit,full,xgboost,llm_sample,0.25,1001,0.8101666666666667,0.4573606479275846,0.7239766324236571
credit,full,xgboost,llm_sample,0.0,42,0.7996666666666666,0.4308712121212121,0.6969610572109238
credit,full,xgboost,llm_sample,0.0,123,0.8006666666666666,0.44164332399626516,0.7050589325618107
credit,full,xgboost,llm_sample,0.0,456,0.7971666666666667,0.44505243958048335,0.6979451614084082
credit,full,xgboost,llm_sample,0.0,789,0.8018333333333333,0.43407900999524035,0.7017063665292657
credit,full,xgboost,llm_sample,0.0,1001,0.801,0.44465116279069766,0.6985607002403293
credit,full,xgboost,ctgan,1.0,42,0.815,0.4336734693877551,0.7696629340318794
credit,full,xgboost,ctgan,1.0,123,0.8136666666666666,0.3982777179763186,0.7704431218413723
credit,full,xgboost,ctgan,1.0,456,0.8115,0.392914653784219,0.7710234248245181
credit,full,xgboost,ctgan,1.0,789,0.8136666666666666,0.3989247311827957,0.7676999666670483
credit,full,xgboost,ctgan,1.0,1001,0.8161666666666667,0.43753187149413564,0.7689332213741787
credit,full,xgboost,ctgan,0.75,42,0.8125,0.4069583552978387,0.7668258434712326
credit,full,xgboost,ctgan,0.75,123,0.8158333333333333,0.4488778054862843,0.765524455372306
credit,full,xgboost,ctgan,0.75,456,0.8123333333333334,0.3959227467811159,0.7634657787340284
credit,full,xgboost,ctgan,0.75,789,0.8116666666666666,0.4089958158995816,0.7663490709911238
credit,full,xgboost,ctgan,0.75,1001,0.8145,0.4295233213736545,0.7655771075673864
credit,full,xgboost,ctgan,0.5,42,0.811,0.4172661870503597,0.7638869962946723
credit,full,xgboost,ctgan,0.5,123,0.8118333333333333,0.4035921817221342,0.7629549798736379
credit,full,xgboost,ctgan,0.5,456,0.81,0.3929712460063898,0.7675770846681162
credit,full,xgboost,ctgan,0.5,789,0.8141666666666667,0.42908346134152586,0.7607494737602586
credit,full,xgboost,ctgan,0.5,1001,0.8125,0.4186046511627907,0.7689318506432196
credit,full,xgboost,ctgan,0.25,42,0.8086666666666666,0.41007194244604317,0.7643300649194309
credit,full,xgboost,ctgan,0.25,123,0.8131666666666667,0.40404040404040403,0.7615448202415357
credit,full,xgboost,ctgan,0.25,456,0.8078333333333333,0.392838335966298,0.7611677885965182
credit,full,xgboost,ctgan,0.25,789,0.8128333333333333,0.40676175382989965,0.7628480628588191
credit,full,xgboost,ctgan,0.25,1001,0.8131666666666667,0.4420109507217521,0.7640734157051259
credit,full,xgboost,ctgan,0.0,42,0.7685,0.46638494045332307,0.7387534346889433
credit,full,xgboost,ctgan,0.0,123,0.767,0.45433255269320844,0.7341753545476257
credit,full,xgboost,ctgan,0.0,456,0.7683333333333333,0.4616576297443842,0.7352661338662305
credit,full,xgboost,ctgan,0.0,789,0.7646666666666667,0.4627092846270928,0.7345675448644275
credit,full,xgboost,ctgan,0.0,1001,0.7798333333333334,0.47223332001598084,0.7396883538343619
credit,low,xgboost,llm_constrained,1.0,42,0.8053333333333333,0.3693304535637149,0.7516694293614765
credit,low,xgboost,llm_constrained,1.0,123,0.7973333333333333,0.33769063180827885,0.7429089265386576
credit,low,xgboost,llm_constrained,1.0,456,0.8001666666666667,0.3327768503060657,0.745714732180941
credit,low,xgboost,llm_constrained,1.0,789,0.7968333333333333,0.36077608809648665,0.7475813452224623
credit,low,xgboost,llm_constrained,1.0,1001,0.8003333333333333,0.3130733944954128,0.7460084717623778
credit,low,xgboost,llm_constrained,0.75,42,0.8071666666666667,0.3632361034672537,0.749244767557088
credit,low,xgboost,llm_constrained,0.75,123,0.7963333333333333,0.2734839476813318,0.7382599715436253
credit,low,xgboost,llm_constrained,0.75,456,0.8045,0.36076294277929155,0.7503226458784298
credit,low,xgboost,llm_constrained,0.75,789,0.8023333333333333,0.3671291355389541,0.7439645506397201
credit,low,xgboost,llm_constrained,0.75,1001,0.8046666666666666,0.36989247311827955,0.753386713359676
credit,low,xgboost,llm_constrained,0.5,42,0.8055,0.3749330476700589,0.7536534414780931
credit,low,xgboost,llm_constrained,0.5,123,0.8033333333333333,0.3355855855855856,0.7540333758474947
credit,low,xgboost,llm_constrained,0.5,456,0.7958333333333333,0.26778242677824265,0.7390474967953117
credit,low,xgboost,llm_constrained,0.5,789,0.8035,0.3157283807312826,0.7540661121280502
credit,low,xgboost,llm_constrained,0.5,1001,0.8076666666666666,0.3762162162162162,0.7575781667392616
credit,low,xgboost,llm_constrained,0.25,42,0.8018333333333333,0.3075131042516016,0.73881350495745
credit,low,xgboost,llm_constrained,0.25,123,0.8071666666666667,0.3995848469122989,0.7438412654846235
credit,low,xgboost,llm_constrained,0.25,456,0.7951666666666667,0.2086284610431423,0.748059649695996
credit,low,xgboost,llm_constrained,0.25,789,0.8021666666666667,0.3118840579710145,0.7517529633187559
credit,low,xgboost,llm_constrained,0.25,1001,0.8048333333333333,0.36599891716296695,0.74247980711719
credit,low,xgboost,llm_constrained,0.0,42,0.7921666666666667,0.18762214983713354,0.6966608671308553
credit,low,xgboost,llm_constrained,0.0,123,0.798,0.24438902743142144,0.6893375354031586
credit,low,xgboost,llm_constrained,0.0,456,0.7998333333333333,0.2778111846061335,0.688374879113624
credit,low,xgboost,llm_constrained,0.0,789,0.8021666666666667,0.29387269482450923,0.7121706879343906
credit,low,xgboost,llm_constrained,0.0,1001,0.8001666666666667,0.3073367995378394,0.7122089071387829
credit,low,xgboost,llm_sample,1.0,42,0.8053333333333333,0.3693304535637149,0.7516694293614765
credit,low,xgboost,llm_sample,1.0,123,0.7973333333333333,0.33769063180827885,0.7429089265386576
credit,low,xgboost,llm_sample,1.0,456,0.8001666666666667,0.3327768503060657,0.745714732180941
credit,low,xgboost,llm_sample,1.0,789,0.7968333333333333,0.36077608809648665,0.7475813452224623
credit,low,xgboost,llm_sample,1.0,1001,0.8003333333333333,0.3130733944954128,0.7460084717623778
credit,low,xgboost,llm_sample,0.75,42,0.8038333333333333,0.38601982263954093,0.7466434427214268
credit,low,xgboost,llm_sample,0.75,123,0.8021666666666667,0.3573362208987547,0.7416053613964426
credit,low,xgboost,llm_sample,0.75,456,0.798,0.37782340862423,0.748144957540399
credit,low,xgboost,llm_sample,0.75,789,0.8023333333333333,0.35543478260869565,0.7345957657959409
credit,low,xgboost,llm_sample,0.75,1001,0.808,0.3993743482794578,0.7474711223270949
credit,low,xgboost,llm_sample,0.5,42,0.8028333333333333,0.38799793067770305,0.7457345674642333
credit,low,xgboost,llm_sample,0.5,123,0.801,0.4209505334626576,0.7394186423603277
credit,low,xgboost,llm_sample,0.5,456,0.8063333333333333,0.42645607107601186,0.7481293150812174
credit,low,xgboost,llm_sample,0.5,789,0.8038333333333333,0.3997960224375319,0.7360832507803894
credit,low,xgboost,llm_sample,0.5,1001,0.807,0.43290891283055827,0.7443273105565151
credit,low,xgboost,llm_sample,0.25,42,0.806,0.4208955223880597,0.7032814170326385
credit,low,xgboost,llm_sample,0.25,123,0.7978333333333333,0.4453589391860997,0.6832810009754766
credit,low,xgboost,llm_sample,0.25,456,0.8015,0.4042021010505253,0.7198733896128588
credit,low,xgboost,llm_sample,0.25,789,0.8075,0.42105263157894735,0.7194766839470149
credit,low,xgboost,llm_sample,0.25,1001,0.8038333333333333,0.42162162162162165,0.6997207417879912
credit,low,xgboost,llm_sample,0.0,42,0.8045,0.41901931649331353,0.701294179666706
credit,low,xgboost,llm_sample,0.0,123,0.7983333333333333,0.42762535477767266,0.7016740334048748
credit,low,xgboost,llm_sample,0.0,456,0.8073333333333333,0.43222003929273084,0.6876041251583799
credit,low,xgboost,llm_sample,0.0,789,0.8045,0.42074074074074075,0.6950850909463864
credit,low,xgboost,llm_sample,0.0,1001,0.8026666666666666,0.3983739837398374,0.6828455923178433
credit,low,xgboost,ctgan,1.0,42,0.8053333333333333,0.3693304535637149,0.7516694293614765
credit,low,xgboost,ctgan,1.0,123,0.7973333333333333,0.33769063180827885,0.7429089265386576
credit,low,xgboost,ctgan,1.0,456,0.8001666666666667,0.3327768503060657,0.745714732180941
credit,low,xgboost,ctgan,1.0,789,0.7968333333333333,0.36077608809648665,0.7475813452224623
credit,low,xgboost,ctgan,1.0,1001,0.8003333333333333,0.3130733944954128,0.7460084717623778
credit,low,xgboost,ctgan,0.75,42,0.8035,0.35889070146818924,0.7509338306237745
credit,low,xgboost,ctgan,0.75,123,0.805,0.3543046357615894,0.7453360072800326
credit,low,xgboost,ctgan,0.75,456,0.8006666666666666,0.3665254237288136,0.7489761849203146
credit,low,xgboost,ctgan,0.75,789,0.8046666666666666,0.3408323959505062,0.7552661467672278
credit,low,xgboost,ctgan,0.75,1001,0.8066666666666666,0.3763440860215054,0.7527340035293905
credit,low,xgboost,ctgan,0.5,42,0.8081666666666667,0.3874401277275146,0.7598298745490899
credit,low,xgboost,ctgan,0.5,123,0.8046666666666666,0.385099685204617,0.7510705811947646
credit,low,xgboost,ctgan,0.5,456,0.8096666666666666,0.35480225988700564,0.7564453785483184
