age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
65,Private,375641,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,6252,0,45,United-States,>50K
50,Private,280393,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2599,0,50,United-States,<=50K
58,Self-emp-inc,173102,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,227619,Some-college,10,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,38,United-States,>50K
47,Self-emp-not-inc,137646,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,<=50K
29,Private,291594,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
68,State-gov,223698,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
69,Federal-gov,178627,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
49,Private,126406,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,3691,0,40,United-States,>50K
30,Private,87029,9th,5,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,135517,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,El-Salvador,<=50K
62,Federal-gov,135355,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,42,Germany,<=50K
37,Private,37357,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,Mexico,>50K
29,State-gov,324728,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,15,United-States,<=50K
44,Private,92061,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,49,United-States,<=50K
35,Private,256646,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
27,Private,229630,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Private,158056,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
20,Private,191023,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,35,Philippines,<=50K
38,Private,356526,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
32,Private,190717,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
26,Private,263678,Prof-school,15,Never-married,Sales,Not-in-family,White,Male,5183,0,40,United-States,<=50K
53,Private,280234,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
41,Private,166064,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,>50K
41,Private,218900,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,England,>50K
43,Private,143884,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,41,United-States,<=50K
62,Private,281829,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,Honduras,<=50K
32,Private,137679,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,>50K
48,Private,156788,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,55,Puerto-Rico,>50K
45,Local-gov,205855,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
38,Private,181193,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Other,Male,0,0,50,United-States,<=50K
41,Self-emp-inc,115959,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,49,United-States,<=50K
26,Federal-gov,27578,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,38,United-States,<=50K
36,State-gov,136935,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,37,Honduras,<=50K
34,Private,149576,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Local-gov,378228,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
41,Local-gov,129646,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,39,United-States,<=50K
34,Private,389826,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,180062,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
43,State-gov,143990,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,16,United-States,<=50K
40,Private,359223,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,2588,25,Jamaica,>50K
31,Federal-gov,270293,Masters,14,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Female,0,0,48,United-States,<=50K
27,Private,209096,Masters,14,Never-married,Priv-house-serv,Unmarried,White,Male,0,0,20,United-States,<=50K
46,Local-gov,187791,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
38,Private,54734,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Philippines,>50K
59,Self-emp-not-inc,265139,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,<=50K
31,Local-gov,319465,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
22,Federal-gov,207083,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,2842,50,Cuba,<=50K
49,Private,177773,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,241933,Assoc-voc,11,Married-AF-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
69,Self-emp-not-inc,186761,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,35,United-States,>50K
28,Self-emp-inc,122231,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,>50K
47,Self-emp-inc,142656,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,England,>50K
48,Private,301581,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,El-Salvador,<=50K
30,Local-gov,339978,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,<=50K
66,Private,241956,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
31,Private,190604,Prof-school,15,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
55,Private,368524,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,Mexico,<=50K
32,Private,262229,Masters,14,Married-spouse-absent,Protective-serv,Unmarried,White,Male,0,0,40,Jamaica,>50K
23,Self-emp-not-inc,15245,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,<=50K
36,Private,266080,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
33,Private,114527,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,337100,9th,5,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
65,Private,238510,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
47,Private,249963,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,37,United-States,<=50K
62,Local-gov,82151,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
42,Self-emp-not-inc,185035,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,70,United-States,<=50K
31,Private,244695,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,40,United-States,<=50K
64,Private,158064,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,Cuba,>50K
19,Self-emp-not-inc,181930,11th,7,Never-married,Transport-moving,Own-child,White,Male,14338,0,38,United-States,<=50K
37,Private,141107,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,44,United-States,>50K
36,Private,198223,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,Cuba,<=50K
24,Private,289335,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,50,Puerto-Rico,<=50K
46,State-gov,263540,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,5216,0,30,Mexico,<=50K
21,Federal-gov,154594,Some-college,10,Never-married,Farming-fishing,Unmarried,Black,Female,0,0,40,United-States,<=50K
36,Private,317948,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,1912,25,Canada,<=50K
48,Private,116620,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
44,Private,145317,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,Cuba,<=50K
33,Private,206522,9th,5,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
37,Federal-gov,281068,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Male,0,0,45,Cuba,<=50K
26,Private,224850,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,80,Puerto-Rico,<=50K
32,Private,202863,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
31,State-gov,207766,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,55,United-States,>50K
55,Private,141981,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,>50K
25,Private,148711,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
27,Without-pay,220385,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
41,Private,241650,Assoc-voc,11,Divorced,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
51,Federal-gov,358685,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,38,United-States,<=50K
57,Private,377714,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,16,United-States,<=50K
42,Local-gov,335021,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
38,Private,146055,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,35,England,<=50K
58,Local-gov,229595,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,>50K
40,Self-emp-not-inc,15000,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,39,United-States,<=50K
52,Private,78055,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,135569,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,1994,40,United-States,<=50K
37,Private,241785,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3045,0,45,United-States,<=50K
50,Self-emp-not-inc,15000,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
33,Private,15000,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,89215,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,<=50K
62,Private,116660,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
26,Private,156519,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female,0,2504,40,United-States,<=50K
30,Private,278050,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
26,Private,182252,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
44,Private,90840,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,0,0,20,Germany,<=50K
27,Private,134575,HS-grad,9,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,256837,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,India,>50K
27,Private,194843,Assoc-voc,11,Never-married,Tech-support,Own-child,Black,Male,3980,0,40,United-States,<=50K
24,Private,295471,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
62,Self-emp-not-inc,65755,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,>50K
43,Private,426344,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Honduras,>50K
57,Self-emp-not-inc,130340,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,45,United-States,<=50K
44,Private,45935,7th-8th,4,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,127872,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,151755,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Male,5917,0,38,United-States,>50K
27,Federal-gov,295598,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,19,United-States,<=50K
31,Private,216184,Some-college,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,33978,0,40,United-States,>50K
50,Private,403170,9th,5,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,50,United-States,<=50K
31,Private,40650,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,>50K
33,Private,181833,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
66,Private,313289,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Cuba,<=50K
31,Private,180310,HS-grad,9,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
48,Private,130771,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,50,United-States,<=50K
29,Private,138488,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,Puerto-Rico,<=50K
63,Private,236364,5th-6th,3,Widowed,Other-service,Own-child,White,Male,0,0,38,United-States,<=50K
47,Private,122332,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,4311,0,25,Cuba,<=50K
30,Private,196654,Prof-school,15,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,>50K
38,Private,322845,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4812,0,48,United-States,>50K
24,Federal-gov,123453,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,43,United-States,<=50K
26,Private,195323,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
44,Private,255891,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
38,Private,226419,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Mexico,<=50K
39,Federal-gov,249952,11th,7,Separated,Other-service,Own-child,White,Female,0,1969,20,United-States,<=50K
28,Self-emp-inc,15000,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,340217,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Germany,<=50K
27,Private,226567,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Federal-gov,88871,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,63246,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,Philippines,>50K
30,Private,98344,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
22,Private,162367,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,46,Philippines,<=50K
26,Self-emp-not-inc,216917,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,Private,200706,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,210217,HS-grad,9,Divorced,Protective-serv,Not-in-family,Other,Male,0,0,38,United-States,<=50K
23,Self-emp-not-inc,82734,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
49,Federal-gov,299180,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
53,Private,152686,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
39,Private,259547,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
