age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
54,Self-emp-inc,198264,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27,Private,305819,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,182036,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Local-gov,213478,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
30,Private,258192,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Private,147329,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,289416,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,175283,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
39,Federal-gov,194765,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
21,Private,324851,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
53,Private,168942,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
28,Private,241673,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,207518,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
32,Private,273946,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
67,Self-emp-not-inc,143287,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
26,Private,316824,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,185639,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,254187,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
48,State-gov,172453,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
31,Private,298361,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
55,Private,161728,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
23,Private,282945,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,25,United-States,<=50K
40,Private,219873,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,246715,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
29,Private,263148,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Local-gov,138274,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,281936,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,193428,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
25,Private,307562,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,224871,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
52,Self-emp-not-inc,178345,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,269184,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
20,Private,335721,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,25,United-States,<=50K
43,Federal-gov,186249,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
35,Private,251673,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
50,Private,172894,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,5178,0,40,United-States,>50K
27,Private,294516,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,208743,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,Self-emp-inc,142581,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,40,United-States,>50K
31,Private,276839,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,218467,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Germany,<=50K
46,Local-gov,189325,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K
24,Private,319284,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,197653,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
57,State-gov,158432,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,285619,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,243178,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,171294,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
22,Private,328461,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
54,Private,163817,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,236592,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,271843,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
30,Private,253917,12th,8,Never-married,Handlers-cleaners,Not-in-family,Other,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,184629,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
26,Private,301248,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,192538,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,218005,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
70,Private,116148,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
64,Private,164709,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,17,United-States,<=50K
44,Self-emp-not-inc,357662,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,60,United-States,<=50K
69,Private,368770,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
54,Private,141164,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
18,Private,200165,11th,7,Never-married,Protective-serv,Own-child,White,Female,0,0,40,United-States,<=50K
42,Private,266691,9th,5,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,60,United-States,<=50K
18,Private,359103,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Other,Female,0,0,40,United-States,<=50K
36,Local-gov,376099,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,289764,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
46,Private,253389,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,200482,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,<=50K
63,State-gov,361392,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
25,Private,180658,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,Black,Female,0,0,40,United-States,<=50K
36,Private,179189,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,29,United-States,>50K
57,Private,146497,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,2559,32,United-States,>50K
34,Private,121349,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
40,Private,208257,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,34,United-States,<=50K
26,Private,137136,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,367237,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,1977,24,United-States,>50K
31,Private,135158,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,269611,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
32,Private,353697,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Portugal,<=50K
54,Private,231472,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
28,Private,374616,Prof-school,15,Separated,Other-service,Unmarried,White,Male,0,0,11,India,<=50K
18,Federal-gov,271567,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,37,United-States,<=50K
23,Private,334067,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,271076,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,18,United-States,<=50K
28,Private,334921,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,10,United-States,<=50K
32,Self-emp-inc,251456,Masters,14,Separated,Priv-house-serv,Unmarried,White,Male,0,0,48,United-States,<=50K
49,Private,209237,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,236841,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Philippines,>50K
54,Local-gov,334632,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,21,United-States,<=50K
27,Private,81116,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
32,Local-gov,80545,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,48,Portugal,<=50K
23,Private,342989,7th-8th,4,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,30,United-States,<=50K
36,Private,111034,Masters,14,Never-married,Other-service,Own-child,White,Female,0,0,60,Dominican-Republic,>50K
78,Private,130514,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,46,United-States,<=50K
38,Private,102839,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
58,Private,226120,Prof-school,15,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,12,United-States,>50K
23,Private,90382,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
46,Private,300016,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,49,United-States,<=50K
34,Local-gov,185203,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
72,Self-emp-not-inc,339874,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,386954,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,146967,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,16,United-States,<=50K
36,Local-gov,326127,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,135143,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,Iran,<=50K
28,Private,112009,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,46,United-States,<=50K
37,Local-gov,347861,Masters,14,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K
43,Private,320243,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,187678,7th-8th,4,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,243982,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,206424,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,State-gov,85995,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K
34,Self-emp-not-inc,124590,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,13,United-States,<=50K
50,Self-emp-not-inc,319777,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,206506,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,15024,1740,10,United-States,>50K
42,Federal-gov,193097,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,11,United-States,<=50K
46,Private,87669,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
45,Private,370747,11th,7,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,178375,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,43,United-States,>50K
36,Private,283497,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,310482,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,<=50K
26,Self-emp-not-inc,168332,Prof-school,15,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
23,Private,364351,Prof-school,15,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,Jamaica,<=50K
34,Self-emp-not-inc,89841,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
19,Self-emp-not-inc,149349,10th,6,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,392408,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,>50K
60,State-gov,390327,HS-grad,9,Separated,Farming-fishing,Other-relative,White,Male,0,0,18,Japan,<=50K
24,Federal-gov,253434,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,17,United-States,<=50K
37,Private,203213,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,>50K
23,Private,344487,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Self-emp-not-inc,197660,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,377938,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,China,<=50K
38,Private,288219,Masters,14,Never-married,Exec-managerial,Other-relative,White,Male,0,0,14,United-States,>50K
45,State-gov,256999,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,>50K
29,State-gov,344955,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1848,48,Germany,>50K
45,Private,224313,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,29,United-States,>50K
25,Self-emp-inc,206289,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,26,United-States,<=50K
35,Local-gov,364990,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2387,0,40,United-States,>50K
28,Private,121355,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,11,United-States,<=50K
21,Private,367823,7th-8th,4,Never-married,Sales,Own-child,White,Male,0,0,10,United-States,<=50K
53,Self-emp-inc,253697,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,<=50K
26,Private,334189,1st-4th,2,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Federal-gov,210248,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
30,Private,179470,Masters,14,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
54,Private,329955,Some-college,10,Married-civ-spouse,Tech-support,Wife,Black,Female,0,1977,41,United-States,>50K
35,Private,277640,11th,7,Never-married,Sales,Own-child,White,Male,0,0,23,United-States,>50K
70,Without-pay,331227,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Self-emp-not-inc,270267,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,99752,Bachelors,13,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,<=50K
31,Private,138831,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,18,United-States,<=50K
38,Private,89797,Some-college,10,Widowed,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States,>50K
44,Local-gov,322368,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
52,Local-gov,370069,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,47,United-States,<=50K
51,Private,291921,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
54,State-gov,207703,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Private,394796,Assoc-voc,11,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,Germany,<=50K
22,Private,311785,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
26,Private,285246,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,17,United-States,<=50K
28,Private,85948,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,>50K
34,Self-emp-not-inc,293738,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2559,38,United-States,>50K
64,Private,191983,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,21,United-States,<=50K
43,Private,113910,5th-6th,3,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
42,Private,160670,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,276831,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,18,United-States,>50K
36,State-gov,356379,Some-college,10,Divorced,Farming-fishing,Not-in-family,Black,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,225111,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
67,Private,341134,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,19,United-States,<=50K
52,Private,225673,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
31,Private,271039,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Female,0,0,45,United-States,<=50K
18,Private,339589,Masters,14,Never-married,Farming-fishing,Own-child,White,Male,0,0,29,United-States,<=50K
43,Private,245065,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,31,United-States,<=50K
45,Private,357681,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,13,United-States,<=50K
42,Private,282629,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
38,Private,139892,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,5013,1485,36,Haiti,>50K
51,Self-emp-inc,94759,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,12,United-States,>50K
24,Private,379999,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,34,El-Salvador,<=50K
22,Self-emp-inc,188561,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
47,Private,392215,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,254658,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
34,State-gov,356976,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
63,Self-emp-not-inc,246071,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K
26,Private,136967,Doctorate,16,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,>50K
29,Private,270271,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,28,United-States,<=50K
28,Private,353718,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,33,Dominican-Republic,<=50K
51,Never-worked,339032,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
25,Self-emp-not-inc,262683,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,48,United-States,<=50K
42,Private,342729,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
43,Private,286415,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,Canada,>50K
39,Private,235477,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
31,Federal-gov,274078,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,37,United-States,<=50K
26,Local-gov,186518,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,England,>50K
25,Self-emp-not-inc,336420,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
51,Private,281378,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
48,Private,326703,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,Mexico,<=50K
34,Private,236439,Bachelors,13,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,2331,0,40,United-States,>50K
23,Private,340072,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,60,Mexico,<=50K
46,Private,102145,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
61,Private,246730,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,210290,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,>50K
37,Private,178588,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
