dataset,regime,model,method,ratio,seed,accuracy,f1,auc
credit,full,svm,llm_sample,0.5,123,0.8065,0.3624382207578254,0.681601452394272
credit,full,svm,llm_sample,0.5,456,0.8073333333333333,0.35920177383592017,0.6852664644542855
credit,full,svm,llm_sample,0.5,789,0.811,0.40189873417721517,0.6868199057872423
credit,full,svm,llm_sample,0.5,1001,0.8073333333333333,0.37513513513513513,0.6869585915078218
credit,full,svm,llm_sample,0.25,42,0.8056666666666666,0.39080459770114945,0.679921258763204
credit,full,svm,llm_sample,0.25,123,0.808,0.4049586776859504,0.6816395103361983
credit,full,svm,llm_sample,0.25,456,0.81,0.40376569037656906,0.6808678694373923
credit,full,svm,llm_sample,0.25,789,0.8085,0.396216500262743,0.6794490822633703
credit,full,svm,llm_sample,0.25,1001,0.8076666666666666,0.3951781970649895,0.6810313895777036
credit,full,svm,llm_sample,0.0,42,0.8068333333333333,0.4338055691255496,0.6769253246737539
credit,full,svm,llm_sample,0.0,123,0.8068333333333333,0.4338055691255496,0.6769253246737539
credit,full,svm,llm_sample,0.0,456,0.8068333333333333,0.4338055691255496,0.6769253246737539
credit,full,svm,llm_sample,0.0,789,0.8068333333333333,0.4338055691255496,0.6769253246737539
credit,full,svm,llm_sample,0.0,1001,0.8068333333333333,0.4338055691255496,0.6769253246737539
credit,full,svm,ctgan,1.0,42,0.804,0.3,0.7056092407263197
credit,full,svm,ctgan,1.0,123,0.8015,0.266173752310536,0.706755010545759
credit,full,svm,ctgan,1.0,456,0.8041666666666667,0.3043220840734162,0.7045097532345623
credit,full,svm,ctgan,1.0,789,0.799,0.24906600249066002,0.7035121836211841
credit,full,svm,ctgan,1.0,1001,0.8036666666666666,0.31828703703703703,0.7014396384108488
credit,full,svm,ctgan,0.75,42,0.7975,0.2363293526084224,0.7075140729722333
credit,full,svm,ctgan,0.75,123,0.8083333333333333,0.3524774774774775,0.7079341616956167
credit,full,svm,ctgan,0.75,456,0.8018333333333333,0.2926829268292683,0.7064827995035051
credit,full,svm,ctgan,0.75,789,0.7998333333333333,0.29560117302052785,0.703095803934514
credit,full,svm,ctgan,0.75,1001,0.8058333333333333,0.3473389355742297,0.7033089929142885
credit,full,svm,ctgan,0.5,42,0.7985,0.2900763358778626,0.7035386306655738
credit,full,svm,ctgan,0.5,123,0.8011666666666667,0.31554790590935167,0.703997261118281
credit,full,svm,ctgan,0.5,456,0.803,0.3367003367003367,0.7068940187912701
credit,full,svm,ctgan,0.5,789,0.8046666666666666,0.35956284153005463,0.7051336777147045
credit,full,svm,ctgan,0.5,1001,0.8018333333333333,0.3186246418338109,0.7068083884219355
credit,full,svm,ctgan,0.25,42,0.799,0.35161290322580646,0.7054337871635399
credit,full,svm,ctgan,0.25,123,0.7993333333333333,0.3470715835140998,0.7006251016961426
credit,full,svm,ctgan,0.25,456,0.8015,0.3607085346215781,0.7058940302409051
credit,full,svm,ctgan,0.25,789,0.7988333333333333,0.34932614555256064,0.6994746552651953
credit,full,svm,ctgan,0.25,1001,0.8003333333333333,0.36880927291886195,0.7058292027296574
credit,full,svm,ctgan,0.0,42,0.7913333333333333,0.38807429130009774,0.6962319896030864
credit,full,svm,ctgan,0.0,123,0.7913333333333333,0.38807429130009774,0.6962319896030864
credit,full,svm,ctgan,0.0,456,0.7913333333333333,0.38807429130009774,0.6962319896030864
credit,full,svm,ctgan,0.0,789,0.7913333333333333,0.38807429130009774,0.6962319896030864
credit,full,svm,ctgan,0.0,1001,0.7913333333333333,0.38807429130009774,0.6962319896030864
credit,low,svm,llm_constrained,1.0,42,0.7958333333333333,0.3669250645994832,0.6929525560987772
credit,low,svm,llm_constrained,1.0,123,0.7958333333333333,0.3669250645994832,0.6929522335738456
credit,low,svm,llm_constrained,1.0,456,0.7958333333333333,0.3669250645994832,0.6929538461985034
credit,low,svm,llm_constrained,1.0,789,0.7958333333333333,0.3669250645994832,0.6929540074609692
credit,low,svm,llm_constrained,1.0,1001,0.7958333333333333,0.3669250645994832,0.692952556098777
credit,low,svm,llm_constrained,0.75,42,0.8011666666666667,0.3309029725182277,0.6749650181396085
credit,low,svm,llm_constrained,0.75,123,0.799,0.26012269938650306,0.6684845246893643
credit,low,svm,llm_constrained,0.75,456,0.8035,0.34681440443213296,0.6733491682323908
credit,low,svm,llm_constrained,0.75,789,0.8008333333333333,0.3297812675266405,0.6819197845017417
credit,low,svm,llm_constrained,0.75,1001,0.8043333333333333,0.33747178329571104,0.6828349489951009
credit,low,svm,llm_constrained,0.5,42,0.7981666666666667,0.258420085731782,0.6723890115110761
credit,low,svm,llm_constrained,0.5,123,0.7938333333333333,0.21857233101705623,0.6592235438039655
credit,low,svm,llm_constrained,0.5,456,0.7918333333333333,0.1799080761654629,0.6603518972770994
credit,low,svm,llm_constrained,0.5,789,0.7956666666666666,0.21510883482714468,0.6655435811007486
credit,low,svm,llm_constrained,0.5,1001,0.7981666666666667,0.2647237401335762,0.6834250083574274
credit,low,svm,llm_constrained,0.25,42,0.7995,0.26422018348623855,0.661010815712318
credit,low,svm,llm_constrained,0.25,123,0.8038333333333333,0.36822329575952767,0.6716928414462598
credit,low,svm,llm_constrained,0.25,456,0.795,0.1950261780104712,0.6718158847076577
credit,low,svm,llm_constrained,0.25,789,0.7951666666666667,0.2146964856230032,0.6377125822297471
credit,low,svm,llm_constrained,0.25,1001,0.8003333333333333,0.2911242603550296,0.6708234754931849
credit,low,svm,llm_constrained,0.0,42,0.7955,0.2239089184060721,0.6511057525385534
credit,low,svm,llm_constrained,0.0,123,0.7998333333333333,0.27167980594299573,0.6670579969169841
credit,low,svm,llm_constrained,0.0,456,0.7966666666666666,0.2772511848341232,0.6563708107841371
credit,low,svm,llm_constrained,0.0,789,0.8013333333333333,0.3004694835680751,0.6629954728787979
credit,low,svm,llm_constrained,0.0,1001,0.794,0.21871049304677623,0.6651186545033915
credit,low,svm,llm_sample,1.0,42,0.7958333333333333,0.3669250645994832,0.6929525560987772
credit,low,svm,llm_sample,1.0,123,0.7958333333333333,0.3669250645994832,0.6929522335738456
credit,low,svm,llm_sample,1.0,456,0.7958333333333333,0.3669250645994832,0.6929538461985034
credit,low,svm,llm_sample,1.0,789,0.7958333333333333,0.3669250645994832,0.6929540074609692
credit,low,svm,llm_sample,1.0,1001,0.7958333333333333,0.3669250645994832,0.692952556098777
credit,low,svm,llm_sample,0.75,42,0.8006666666666666,0.372507869884575,0.6744738126688115
credit,low,svm,llm_sample,0.75,123,0.8,0.40239043824701193,0.6725836553072848
credit,low,svm,llm_sample,0.75,456,0.8006666666666666,0.3860369609856263,0.6664118182165629
credit,low,svm,llm_sample,0.75,789,0.7956666666666666,0.3112359550561798,0.6701922942020822
credit,low,svm,llm_sample,0.75,1001,0.8031666666666667,0.38521603331598125,0.6739148769623828
credit,low,svm,llm_sample,0.5,42,0.8016666666666666,0.3057176196032672,0.6665142198823395
credit,low,svm,llm_sample,0.5,123,0.8063333333333333,0.4095528455284553,0.6801920184432657
credit,low,svm,llm_sample,0.5,456,0.8065,0.4,0.6749634055149505
credit,low,svm,llm_sample,0.5,789,0.8026666666666666,0.3946830265848671,0.6588769907649824
credit,low,svm,llm_sample,0.5,1001,0.8036666666666666,0.4026369168356998,0.673382872087741
credit,low,svm,llm_sample,0.25,42,0.799,0.40940254652301666,0.6646472843158867
credit,low,svm,llm_sample,0.25,123,0.7981666666666667,0.4354312354312354,0.6598010246939602
credit,low,svm,llm_sample,0.25,456,0.8053333333333333,0.40468909276248727,0.6706643094394501
credit,low,svm,llm_sample,0.25,789,0.8076666666666666,0.43816942551119764,0.6741967637525841
credit,low,svm,llm_sample,0.25,1001,0.806,0.38865546218487396,0.6687738295529917
credit,low,svm,llm_sample,0.0,42,0.801,0.4587488667271079,0.6736170251880684
credit,low,svm,llm_sample,0.0,123,0.8016666666666666,0.4344106463878327,0.6675204976688703
credit,low,svm,llm_sample,0.0,456,0.7913333333333333,0.39923224568138194,0.6580377808930102
credit,low,svm,llm_sample,0.0,789,0.8073333333333333,0.4702108157653529,0.6791409096912453
credit,low,svm,llm_sample,0.0,1001,0.8008333333333333,0.4173573866406631,0.6603325457812046
credit,low,svm,ctgan,1.0,42,0.7958333333333333,0.3669250645994832,0.6929525560987772
credit,low,svm,ctgan,1.0,123,0.7958333333333333,0.3669250645994832,0.6929522335738456
credit,low,svm,ctgan,1.0,456,0.7958333333333333,0.3669250645994832,0.6929538461985034
credit,low,svm,ctgan,1.0,789,0.7958333333333333,0.3669250645994832,0.6929540074609692
credit,low,svm,ctgan,1.0,1001,0.7958333333333333,0.3669250645994832,0.692952556098777
credit,low,svm,ctgan,0.75,42,0.7935,0.3751891074130106,0.688328032367312
credit,low,svm,ctgan,0.75,123,0.7991666666666667,0.3279419966536531,0.6850145724827211
credit,low,svm,ctgan,0.75,456,0.7966666666666666,0.3433799784714747,0.697391305469652
credit,low,svm,ctgan,0.75,789,0.7925,0.3409211222869243,0.6844470898656055
credit,low,svm,ctgan,0.75,1001,0.8006666666666666,0.346448087431694,0.6901404612203279
credit,low,svm,ctgan,0.5,42,0.7995,0.33791964777105116,0.695794162008466
credit,low,svm,ctgan,0.5,123,0.7903333333333333,0.31926406926406925,0.6851716421244007
credit,low,svm,ctgan,0.5,456,0.7985,0.3565726450239489,0.6997150976016884
credit,low,svm,ctgan,0.5,789,0.7973333333333333,0.37060041407867494,0.7002032390856353
credit,low,svm,ctgan,0.5,1001,0.7965,0.3637311099531006,0.6933660330610633
credit,low,svm,ctgan,0.25,42,0.8005,0.37297014143530643,0.6968776845161101
credit,low,svm,ctgan,0.25,123,0.798,0.40295566502463054,0.7001456683853483
credit,low,svm,ctgan,0.25,456,0.7885,0.3788546255506608,0.696416635126416
credit,low,svm,ctgan,0.25,789,0.7963333333333333,0.4062196307094266,0.6984504773449618
credit,low,svm,ctgan,0.25,1001,0.7951666666666667,0.3452317527970165,0.6967960857084203
credit,low,svm,ctgan,0.0,42,0.7808333333333334,0.3931702814951546,0.686963106856864
credit,low,svm,ctgan,0.0,123,0.7756666666666666,0.3836996336996337,0.6880912990675321
credit,low,svm,ctgan,0.0,456,0.7701666666666667,0.4364527993461381,0.7004067523174626
credit,low,svm,ctgan,0.0,789,0.7766666666666666,0.34119960668633237,0.681605967743314
credit,low,svm,ctgan,0.0,1001,0.7705,0.3686382393397524,0.6842026159674675
heart,full,svm,llm_constrained,1.0,42,0.8852459016393442,0.8813559322033898,0.9556277056277057
